"","Q","Proj","Proj.Name","Date","Format","Engr.Est","Low.Bid","Var","Result","Bids","Loc","Qtr","LD","Lead","Typeology","Second.Bid","Consumer.price.index","Employment.in.communications","Employment.in.construction","Employment.in.education.and.health","Employment.in.financial.and.business.services","Employment.in.financial.services","Employment.in.government","Employment.in.other.services","Employment.in.production.industries","Employment.in.professional.services","Employment.in.real.estate","Employment.in.retail","Employment.in.transport.services","Employment.in.wholesale","Output.in.communications","Output.in.construction","Output.in.financial.services","Output.in.government","Output.in.retail","Output.in.education.and.health","Output.in.financial.and.business.services","Output.in.other.services","Output.in.production.industries","Output.in.professional.services","Output.in.real.estate","Output.in.transport.services","Output.in.wholesale","Personal.disposable.income..nominal","Personal.disposable.income..real","Personal.income..nominal","Retail.sales..nominal","Retail.sales..real","Total.employment","Total.office.based.employment","Total.output","Total.population","permits","permits_1","cci","Format2","accuracy","quantile","bal","quantile_1","quantile_2","quantile_3","quantile_4","quantile_5","n.bidders"
"124","2017-Q3","BP-694.510","Brooklyn Pier 10 Concrete Girder Repairs",2017-09-21,"Public",1250000,876947,-0.2984424,"GOOD",13,"NY",3,"Ports","S","Infra",1053180,268.6736,282.8239,370.236,1810.46,2255.582,558.451,1205.012,1273.411,335.9784,1495.432,201.699,870.567,353.5647,396.1577,38919.93,9688.067,56836.15,30485.62,17633.69,32110.92,176966.3,20926.81,15889.88,58332.84,61797.27,13765.07,22531.75,284867.2,268357.9,339005.3,78264.91,83645.55,9153.792,2255.582,376736.5,18392.69,47713,48959,10826,"Public",0.842544,"1",-196820,1,0,0,0,0,"'6+"
"125","2017-Q3","GWB-244.042","Replacement of 178/179 St Ramps, Bus Ramps and Bus Turnaround",2017-09-26,"Other",189900000,154487000,-0.186482359,"GOOD",5,"NY",3,"TB&T","S","Infra",175788235,268.6736,282.8239,370.236,1810.46,2255.582,558.451,1205.012,1273.411,335.9784,1495.432,201.699,870.567,353.5647,396.1577,38919.93,9688.067,56836.15,30485.62,17633.69,32110.92,176966.3,20926.81,15889.88,58332.84,61797.27,13765.07,22531.75,284867.2,268357.9,339005.3,78264.91,83645.55,9153.792,2255.582,376736.5,18392.69,47713,48959,10826,"Other",0.925688441284887,"5",-14111765,0,0,0,0,1,"'4-5"
"126","2017-Q3","HT-924.106","Replace Missing Tiles at Walls and Ceiling",2017-09-27,"Public",1250000,1068000,-0.1456,"GOOD",6,"Both",3,"TB&T","A","Infra",2672000,268.6736,282.8239,370.236,1810.46,2255.582,558.451,1205.012,1273.411,335.9784,1495.432,201.699,870.567,353.5647,396.1577,38919.93,9688.067,56836.15,30485.62,17633.69,32110.92,176966.3,20926.81,15889.88,58332.84,61797.27,13765.07,22531.75,284867.2,268357.9,339005.3,78264.91,83645.55,9153.792,2255.582,376736.5,18392.69,47713,48959,10826,"Public",2.1376,"3",1422000,0,0,1,0,0,"'6+"
"127","2017-Q3","HT-924.144","Heat Tracing and Insulation in Discharge Pipes, N&S Tubes",2017-09-28,"M/WBE",609000,579300,-0.048768473,"GOOD",4,"Both",3,"TB&T","E","Infra",1699000,268.6736,282.8239,370.236,1810.46,2255.582,558.451,1205.012,1273.411,335.9784,1495.432,201.699,870.567,353.5647,396.1577,38919.93,9688.067,56836.15,30485.62,17633.69,32110.92,176966.3,20926.81,15889.88,58332.84,61797.27,13765.07,22531.75,284867.2,268357.9,339005.3,78264.91,83645.55,9153.792,2255.582,376736.5,18392.69,47713,48959,10826,"Other",2.78981937602627,"2",1090000,0,1,0,0,0,"'4-5"
"128","2017-Q4","EWR-924.384","Bus Canopy B1, C1 and Gas Island Improvements and Roofing",2017-10-05,"Public",970000,1285000,0.324742268,"FAIL",6,"NJ",4,"Avi","A","Building",1541500,270.1689,283.1364,374.5196,1823.77,2264.853,558.6141,1203.589,1277.84,335.2886,1502.668,203.5706,868.3185,356.8704,394.7577,39208.76,9847.187,56742.11,30482.68,17511.14,32419.76,177848.1,20668.63,15961.28,58854.73,62251.3,14020.08,22105.17,291005.3,272301,346039.9,80767.05,85794.74,9182.942,2264.853,378288.9,18389.37,40405,47713,10870,"Public",1.58917525773196,"2",571500,0,1,0,0,0,"'6+"
"129","2017-Q4","JFK-154.021","Airside Switchgear Replacement",2017-10-17,"Public",2800000,2847000,0.016785714,"GOOD",9,"NY",4,"Avi","E","Infra",3047960,270.1689,283.1364,374.5196,1823.77,2264.853,558.6141,1203.589,1277.84,335.2886,1502.668,203.5706,868.3185,356.8704,394.7577,39208.76,9847.187,56742.11,30482.68,17511.14,32419.76,177848.1,20668.63,15961.28,58854.73,62251.3,14020.08,22105.17,291005.3,272301,346039.9,80767.05,85794.74,9182.942,2264.853,378288.9,18389.37,40405,47713,10870,"Public",1.08855714285714,"3",247960,0,0,1,0,0,"'6+"
"130","2017-Q4","EWR-154.254","Rehab of Terminal Frontage Bridges - Ph1 - Bridge N18, N20 Pier Caps",2017-10-17,"Public",3000000,2812500,-0.0625,"GOOD",2,"NJ",4,"Avi","S","Infra",4151000,270.1689,283.1364,374.5196,1823.77,2264.853,558.6141,1203.589,1277.84,335.2886,1502.668,203.5706,868.3185,356.8704,394.7577,39208.76,9847.187,56742.11,30482.68,17511.14,32419.76,177848.1,20668.63,15961.28,58854.73,62251.3,14020.08,22105.17,291005.3,272301,346039.9,80767.05,85794.74,9182.942,2264.853,378288.9,18389.37,40405,47713,10870,"Public",1.38366666666667,"3",1151000,0,0,1,0,0,"'2-3"
"131","2017-Q4","PAT-534.316A","JSQ Transportation Center - Hardening Phase 2",2017-10-26,"Other",2194000,1361078,-0.379636281,"FAIL",6,"NJ",4,"PATH","C","Infra",1488028,270.1689,283.1364,374.5196,1823.77,2264.853,558.6141,1203.589,1277.84,335.2886,1502.668,203.5706,868.3185,356.8704,394.7577,39208.76,9847.187,56742.11,30482.68,17511.14,32419.76,177848.1,20668.63,15961.28,58854.73,62251.3,14020.08,22105.17,291005.3,272301,346039.9,80767.05,85794.74,9182.942,2264.853,378288.9,18389.37,40405,47713,10870,"Other",0.678226071103008,"2",-705972,0,1,0,0,0,"'6+"
"132","2017-Q4","EWR-154.383","Terminal A Redev - Airside Paving and Utilities South phase 1",2017-11-08,"Other",26900000,26600000,-0.011152416,"GOOD",3,"NJ",4,"Avi","C","Paving",29473711,270.1689,283.1364,374.5196,1823.77,2264.853,558.6141,1203.589,1277.84,335.2886,1502.668,203.5706,868.3185,356.8704,394.7577,39208.76,9847.187,56742.11,30482.68,17511.14,32419.76,177848.1,20668.63,15961.28,58854.73,62251.3,14020.08,22105.17,291005.3,272301,346039.9,80767.05,85794.74,9182.942,2264.853,378288.9,18389.37,40405,47713,10870,"Other",1.09567698884758,"5",2573711,0,0,0,0,1,"'2-3"
"133","2017-Q4","LT-234.194","Flood Protection for Ventilation Bldgs and Emergency Generators",2017-11-08,"Public",1650000,2278990,0.381206061,"FAIL",5,"Both",4,"TB&T","G","Building",2656000,270.1689,283.1364,374.5196,1823.77,2264.853,558.6141,1203.589,1277.84,335.2886,1502.668,203.5706,868.3185,356.8704,394.7577,39208.76,9847.187,56742.11,30482.68,17511.14,32419.76,177848.1,20668.63,15961.28,58854.73,62251.3,14020.08,22105.17,291005.3,272301,346039.9,80767.05,85794.74,9182.942,2264.853,378288.9,18389.37,40405,47713,10870,"Public",1.60969696969697,"3",1006000,0,0,1,0,0,"'4-5"
"134","2017-Q4","PJ-654.502","Greenville Yard phase 2",2017-11-09,"Public",4860000,3418000,-0.296707819,"GOOD",8,"NJ",4,"Ports","C","Infra",3675999,270.1689,283.1364,374.5196,1823.77,2264.853,558.6141,1203.589,1277.84,335.2886,1502.668,203.5706,868.3185,356.8704,394.7577,39208.76,9847.187,56742.11,30482.68,17511.14,32419.76,177848.1,20668.63,15961.28,58854.73,62251.3,14020.08,22105.17,291005.3,272301,346039.9,80767.05,85794.74,9182.942,2264.853,378288.9,18389.37,40405,47713,10870,"Public",0.756378395061728,"3",-1184001,0,0,1,0,0,"'6+"
"135","2017-Q4","BT-254.085","Internal Structural Enhancements (Column Hardening)",2017-11-14,"Other",17250000,22616488,0.311100754,"FAIL",4,"NY",4,"TB&T","S","Infra",26253000,270.1689,283.1364,374.5196,1823.77,2264.853,558.6141,1203.589,1277.84,335.2886,1502.668,203.5706,868.3185,356.8704,394.7577,39208.76,9847.187,56742.11,30482.68,17511.14,32419.76,177848.1,20668.63,15961.28,58854.73,62251.3,14020.08,22105.17,291005.3,272301,346039.9,80767.05,85794.74,9182.942,2264.853,378288.9,18389.37,40405,47713,10870,"Other",1.52191304347826,"5",9003000,0,0,0,0,1,"'4-5"
"136","2017-Q4","EWR-154.247","Terminal B Automated Passport System Kiosks",2017-11-14,"M/WBE",820000,861500,0.050609756,"GOOD",4,"NJ",4,"Avi","E","Building",877300,270.1689,283.1364,374.5196,1823.77,2264.853,558.6141,1203.589,1277.84,335.2886,1502.668,203.5706,868.3185,356.8704,394.7577,39208.76,9847.187,56742.11,30482.68,17511.14,32419.76,177848.1,20668.63,15961.28,58854.73,62251.3,14020.08,22105.17,291005.3,272301,346039.9,80767.05,85794.74,9182.942,2264.853,378288.9,18389.37,40405,47713,10870,"Other",1.06987804878049,"1",57300,1,0,0,0,0,"'4-5"
"137","2017-Q4","LT-234.193","Latent Salt Damage Repairs",2017-11-15,"Public",1350000,2629000,0.947407407,"FAIL",1,"Both",4,"TB&T","E","Infra",2629000,270.1689,283.1364,374.5196,1823.77,2264.853,558.6141,1203.589,1277.84,335.2886,1502.668,203.5706,868.3185,356.8704,394.7577,39208.76,9847.187,56742.11,30482.68,17511.14,32419.76,177848.1,20668.63,15961.28,58854.73,62251.3,14020.08,22105.17,291005.3,272301,346039.9,80767.05,85794.74,9182.942,2264.853,378288.9,18389.37,40405,47713,10870,"Public",1.94740740740741,"3",1279000,0,0,1,0,0,"'1"
"138","2017-Q4","EWR-154.235","Rehab CTA Entrance and Bridges N1, N2, N5, N6",2017-11-29,"Public",6600000,5189333,-0.213737424,"GOOD",7,"NJ",4,"Avi","S","Infra",5512686,270.1689,283.1364,374.5196,1823.77,2264.853,558.6141,1203.589,1277.84,335.2886,1502.668,203.5706,868.3185,356.8704,394.7577,39208.76,9847.187,56742.11,30482.68,17511.14,32419.76,177848.1,20668.63,15961.28,58854.73,62251.3,14020.08,22105.17,291005.3,272301,346039.9,80767.05,85794.74,9182.942,2264.853,378288.9,18389.37,40405,47713,10870,"Public",0.835255454545455,"4",-1087314,0,0,0,1,0,"'6+"
"139","2017-Q4","EWR-154.263","Terminal B Satellite B2 Sterile Corridor Glass Door Replacement",2017-12-05,"Public",1530000,1189000,-0.222875817,"GOOD",3,"NJ",4,"Avi","A","Infra",2100000,270.1689,283.1364,374.5196,1823.77,2264.853,558.6141,1203.589,1277.84,335.2886,1502.668,203.5706,868.3185,356.8704,394.7577,39208.76,9847.187,56742.11,30482.68,17511.14,32419.76,177848.1,20668.63,15961.28,58854.73,62251.3,14020.08,22105.17,291005.3,272301,346039.9,80767.05,85794.74,9182.942,2264.853,378288.9,18389.37,40405,47713,10870,"Public",1.37254901960784,"2",570000,0,1,0,0,0,"'2-3"
"140","2017-Q4","JFK-144.023","AOA Light Circuit Replacement",2017-12-05,"Public",38000000,28470000,-0.250789474,"GOOD",4,"NY",4,"Avi","E","Infra",33693128,270.1689,283.1364,374.5196,1823.77,2264.853,558.6141,1203.589,1277.84,335.2886,1502.668,203.5706,868.3185,356.8704,394.7577,39208.76,9847.187,56742.11,30482.68,17511.14,32419.76,177848.1,20668.63,15961.28,58854.73,62251.3,14020.08,22105.17,291005.3,272301,346039.9,80767.05,85794.74,9182.942,2264.853,378288.9,18389.37,40405,47713,10870,"Public",0.886661263157895,"5",-4306872,0,0,0,0,1,"'4-5"
"141","2017-Q4","TEB-144.056","Rehabilitation of Sewage Pumps",2017-12-14,"M/WBE",979000,1168000,0.193054137,"FAIL",2,"NJ",4,"Avi","M","Infra",1736000,270.1689,283.1364,374.5196,1823.77,2264.853,558.6141,1203.589,1277.84,335.2886,1502.668,203.5706,868.3185,356.8704,394.7577,39208.76,9847.187,56742.11,30482.68,17511.14,32419.76,177848.1,20668.63,15961.28,58854.73,62251.3,14020.08,22105.17,291005.3,272301,346039.9,80767.05,85794.74,9182.942,2264.853,378288.9,18389.37,40405,47713,10870,"Other",1.7732379979571,"2",757000,0,1,0,0,0,"'2-3"
"142","2017-Q4","LGA-924.287","Airside Asphalt Paving Repairs via Work Order",2017-12-14,"Other",4872000,3997350,-0.179525862,"GOOD",5,"NY",4,"Avi","C","Paving",4763300,270.1689,283.1364,374.5196,1823.77,2264.853,558.6141,1203.589,1277.84,335.2886,1502.668,203.5706,868.3185,356.8704,394.7577,39208.76,9847.187,56742.11,30482.68,17511.14,32419.76,177848.1,20668.63,15961.28,58854.73,62251.3,14020.08,22105.17,291005.3,272301,346039.9,80767.05,85794.74,9182.942,2264.853,378288.9,18389.37,40405,47713,10870,"Other",0.977688834154351,"4",-108700,0,0,0,1,0,"'4-5"
"143","2017-Q4","GWB-244.261","Rehab of Low Voltage Power Systems",2017-12-19,"M/WBE",795000,353700,-0.55509434,"GOOD",8,"Both",4,"TB&T","E","Infra",568000,270.1689,283.1364,374.5196,1823.77,2264.853,558.6141,1203.589,1277.84,335.2886,1502.668,203.5706,868.3185,356.8704,394.7577,39208.76,9847.187,56742.11,30482.68,17511.14,32419.76,177848.1,20668.63,15961.28,58854.73,62251.3,14020.08,22105.17,291005.3,272301,346039.9,80767.05,85794.74,9182.942,2264.853,378288.9,18389.37,40405,47713,10870,"Other",0.714465408805031,"1",-227000,1,0,0,0,0,"'6+"
"144","2018-Q1","GWB-244.267","TME Hydrant and Water Main Rehabilitation",2018-01-08,"Other",8520000,6850075,-0.196000587,"GOOD",5,"NY",1,"TB&T","C","Infra",8226915,271.7825,282.4339,379.1321,1840.169,2268.849,558.4974,1202.098,1280.997,335.2209,1506.175,204.1768,869.5783,358.4926,393.4221,40362.73,9931.334,54576.97,30318.54,18048.38,33094.83,175334.5,20502.41,16244.14,58414.44,62343.07,14037.9,22386.34,294159.4,273585.8,347790.2,81067.32,85498.45,9210.393,2268.849,378707.5,18386.76,33781,40405,10889,"Other",0.965600352112676,"4",-293085,0,0,0,1,0,"'4-5"
"145","2018-Q1","PAT-650","Tunnels E and F Infrastructure Repairs",2018-01-10,"Other",200000000,108511400,-0.457443,"FAIL",5,"Both",1,"PATH","E","Infra",112537000,271.7825,282.4339,379.1321,1840.169,2268.849,558.4974,1202.098,1280.997,335.2209,1506.175,204.1768,869.5783,358.4926,393.4221,40362.73,9931.334,54576.97,30318.54,18048.38,33094.83,175334.5,20502.41,16244.14,58414.44,62343.07,14037.9,22386.34,294159.4,273585.8,347790.2,81067.32,85498.45,9210.393,2268.849,378707.5,18386.76,33781,40405,10889,"Other",0.562685,"5",-87463000,0,0,0,0,1,"'4-5"
"146","2018-Q1","PAT-924.802","Fire Alarm System Upgrade",2018-01-18,"Other",26900000,24990000,-0.071003717,"GOOD",2,"Both",1,"PATH","E","Building",45044000,271.7825,282.4339,379.1321,1840.169,2268.849,558.4974,1202.098,1280.997,335.2209,1506.175,204.1768,869.5783,358.4926,393.4221,40362.73,9931.334,54576.97,30318.54,18048.38,33094.83,175334.5,20502.41,16244.14,58414.44,62343.07,14037.9,22386.34,294159.4,273585.8,347790.2,81067.32,85498.45,9210.393,2268.849,378707.5,18386.76,33781,40405,10889,"Other",1.67449814126394,"5",18144000,0,0,0,0,1,"'2-3"
"147","2018-Q1","HH-634.514","Howland Hook Upgrade of Pavement Subgrade",2018-01-24,"Public",22000000,19988889,-0.091414136,"GOOD",13,"NY",1,"Ports","G","Paving",22332146,271.7825,282.4339,379.1321,1840.169,2268.849,558.4974,1202.098,1280.997,335.2209,1506.175,204.1768,869.5783,358.4926,393.4221,40362.73,9931.334,54576.97,30318.54,18048.38,33094.83,175334.5,20502.41,16244.14,58414.44,62343.07,14037.9,22386.34,294159.4,273585.8,347790.2,81067.32,85498.45,9210.393,2268.849,378707.5,18386.76,33781,40405,10889,"Public",1.01509754545455,"5",332146,0,0,0,0,1,"'6+"
"148","2018-Q1","LGA-774.264","Flood Protection at the West End Substation",2018-01-25,"Public",1700000,1555555,-0.084967647,"GOOD",9,"NY",1,"Avi","G","Building",1647000,271.7825,282.4339,379.1321,1840.169,2268.849,558.4974,1202.098,1280.997,335.2209,1506.175,204.1768,869.5783,358.4926,393.4221,40362.73,9931.334,54576.97,30318.54,18048.38,33094.83,175334.5,20502.41,16244.14,58414.44,62343.07,14037.9,22386.34,294159.4,273585.8,347790.2,81067.32,85498.45,9210.393,2268.849,378707.5,18386.76,33781,40405,10889,"Public",0.968823529411765,"2",-53000,0,1,0,0,0,"'6+"
"149","2018-Q1","GWB-244.265","Pedestrian Safety Fencing on NJ Approach Parapets",2018-02-07,"M/WBE",1056000,619790,-0.413077652,"GOOD",6,"NJ",1,"TB&T","S","Infra",931795,271.7825,282.4339,379.1321,1840.169,2268.849,558.4974,1202.098,1280.997,335.2209,1506.175,204.1768,869.5783,358.4926,393.4221,40362.73,9931.334,54576.97,30318.54,18048.38,33094.83,175334.5,20502.41,16244.14,58414.44,62343.07,14037.9,22386.34,294159.4,273585.8,347790.2,81067.32,85498.45,9210.393,2268.849,378707.5,18386.76,33781,40405,10889,"Other",0.882381628787879,"1",-124205,1,0,0,0,0,"'6+"
"150","2018-Q1","LGA-124.264","Rehab of Runway Decks Wearing Course (Epoxy Stage 3)",2018-02-08,"Other",10590000,9125000,-0.138338055,"FAIL",2,"NY",1,"Avi","C","Paving",9832834,271.7825,282.4339,379.1321,1840.169,2268.849,558.4974,1202.098,1280.997,335.2209,1506.175,204.1768,869.5783,358.4926,393.4221,40362.73,9931.334,54576.97,30318.54,18048.38,33094.83,175334.5,20502.41,16244.14,58414.44,62343.07,14037.9,22386.34,294159.4,273585.8,347790.2,81067.32,85498.45,9210.393,2268.849,378707.5,18386.76,33781,40405,10889,"Other",0.92850179414542,"4",-757166,0,0,0,1,0,"'2-3"
"151","2018-Q1","JFK-184.010","Replace Control Tower Roofs, HVAC Equipment and Curtain Wall Repairs",2018-02-16,"Public",23100000,16848000,-0.270649351,"GOOD",6,"NY",1,"Avi","A","Building",18987000,271.7825,282.4339,379.1321,1840.169,2268.849,558.4974,1202.098,1280.997,335.2209,1506.175,204.1768,869.5783,358.4926,393.4221,40362.73,9931.334,54576.97,30318.54,18048.38,33094.83,175334.5,20502.41,16244.14,58414.44,62343.07,14037.9,22386.34,294159.4,273585.8,347790.2,81067.32,85498.45,9210.393,2268.849,378707.5,18386.76,33781,40405,10889,"Public",0.821948051948052,"5",-4113000,0,0,0,0,1,"'6+"
"152","2018-Q1","EWR-924.231","Priority and Safety Repairs",2018-03-01,"Public",1273000,1050950,-0.174430479,"GOOD",6,"NJ",1,"Avi","S","Infra",1249893,271.7825,282.4339,379.1321,1840.169,2268.849,558.4974,1202.098,1280.997,335.2209,1506.175,204.1768,869.5783,358.4926,393.4221,40362.73,9931.334,54576.97,30318.54,18048.38,33094.83,175334.5,20502.41,16244.14,58414.44,62343.07,14037.9,22386.34,294159.4,273585.8,347790.2,81067.32,85498.45,9210.393,2268.849,378707.5,18386.76,33781,40405,10889,"Public",0.981848389630793,"1",-23107,1,0,0,0,0,"'6+"
"153","2018-Q1","PAT-784.172","Hoboken Station Elevator Flood Resiliency",2018-03-08,"Public",1600000,1948000,0.2175,"FAIL",2,"NJ",1,"PATH","A","Building",2759000,271.7825,282.4339,379.1321,1840.169,2268.849,558.4974,1202.098,1280.997,335.2209,1506.175,204.1768,869.5783,358.4926,393.4221,40362.73,9931.334,54576.97,30318.54,18048.38,33094.83,175334.5,20502.41,16244.14,58414.44,62343.07,14037.9,22386.34,294159.4,273585.8,347790.2,81067.32,85498.45,9210.393,2268.849,378707.5,18386.76,33781,40405,10889,"Public",1.724375,"3",1159000,0,0,1,0,0,"'2-3"
"154","2018-Q1","EWR-154.396","Bridge N64 and Hotel Road Widening",2018-03-09,"Public",10900000,10417536,-0.044262752,"GOOD",11,"NJ",1,"Avi","C","Infra",10424000,271.7825,282.4339,379.1321,1840.169,2268.849,558.4974,1202.098,1280.997,335.2209,1506.175,204.1768,869.5783,358.4926,393.4221,40362.73,9931.334,54576.97,30318.54,18048.38,33094.83,175334.5,20502.41,16244.14,58414.44,62343.07,14037.9,22386.34,294159.4,273585.8,347790.2,81067.32,85498.45,9210.393,2268.849,378707.5,18386.76,33781,40405,10889,"Public",0.956330275229358,"4",-476000,0,0,0,1,0,"'6+"
"155","2018-Q1","LT-924.175","Helix Guiderail Repair and Manhole Cover Relocation",2018-03-14,"M/WBE",600000,749000,0.248333333,"FAIL",3,"NJ",1,"TB&T","C","Infra",888000,271.7825,282.4339,379.1321,1840.169,2268.849,558.4974,1202.098,1280.997,335.2209,1506.175,204.1768,869.5783,358.4926,393.4221,40362.73,9931.334,54576.97,30318.54,18048.38,33094.83,175334.5,20502.41,16244.14,58414.44,62343.07,14037.9,22386.34,294159.4,273585.8,347790.2,81067.32,85498.45,9210.393,2268.849,378707.5,18386.76,33781,40405,10889,"Other",1.48,"1",288000,1,0,0,0,0,"'2-3"
"156","2018-Q1","AKO-284.049","Tollhouse Building Roof",2018-03-15,"Public",1150000,1253317,0.08984087,"GOOD",6,"NY",1,"TB&T","A","Building",1415318,271.7825,282.4339,379.1321,1840.169,2268.849,558.4974,1202.098,1280.997,335.2209,1506.175,204.1768,869.5783,358.4926,393.4221,40362.73,9931.334,54576.97,30318.54,18048.38,33094.83,175334.5,20502.41,16244.14,58414.44,62343.07,14037.9,22386.34,294159.4,273585.8,347790.2,81067.32,85498.45,9210.393,2268.849,378707.5,18386.76,33781,40405,10889,"Public",1.23071130434783,"1",265318,1,0,0,0,0,"'6+"
"157","2018-Q1","LGA-124.261","Rehab of Pump House 1 Retaining Wall",2018-03-20,"Public",1440000,1928000,0.338888889,"FAIL",7,"NY",1,"Avi","S","Infra",2160125,271.7825,282.4339,379.1321,1840.169,2268.849,558.4974,1202.098,1280.997,335.2209,1506.175,204.1768,869.5783,358.4926,393.4221,40362.73,9931.334,54576.97,30318.54,18048.38,33094.83,175334.5,20502.41,16244.14,58414.44,62343.07,14037.9,22386.34,294159.4,273585.8,347790.2,81067.32,85498.45,9210.393,2268.849,378707.5,18386.76,33781,40405,10889,"Public",1.50008680555556,"2",720125,0,1,0,0,0,"'6+"
"158","2018-Q1","AKO-284.051","Main Spain Pier and Fender Upgrades",2018-03-20,"Public",27125000,22964560,-0.153380276,"GOOD",10,"Both",1,"TB&T","S","Infra",25742285,271.7825,282.4339,379.1321,1840.169,2268.849,558.4974,1202.098,1280.997,335.2209,1506.175,204.1768,869.5783,358.4926,393.4221,40362.73,9931.334,54576.97,30318.54,18048.38,33094.83,175334.5,20502.41,16244.14,58414.44,62343.07,14037.9,22386.34,294159.4,273585.8,347790.2,81067.32,85498.45,9210.393,2268.849,378707.5,18386.76,33781,40405,10889,"Public",0.949024331797235,"5",-1382715,0,0,0,0,1,"'6+"
"159","2018-Q2","MFP-824.016","NY Marine Terminals Priority Repairs by Work Order",2018-04-03,"Public",9140000,4659626,-0.490194092,"GOOD",5,"NY",2,"Ports","S","Paving",9983390,273.2088,285.907,379.843,1857.685,2286.135,561.6032,1206.557,1287.149,335.046,1519.282,205.2501,867.5939,360.3109,391.3403,41571.86,9902.822,54223.04,30304.79,17898.32,33494.07,176495.7,21063.61,16142.54,59211.39,63061.22,14222.85,22482.5,297070.7,274940.7,350910.7,82422.82,86769.1,9257.567,2286.135,381782.7,18384.82,37246,33781,11013,"Public",1.09227461706783,"4",843390,0,0,0,1,0,"'4-5"
"160","2018-Q2","TEB-144.046","Removal of Taxiway B and Construction of Taxiway V",2018-04-03,"Public",3441000,2993080,-0.130171462,"GOOD",3,"NJ",2,"Avi","C","Paving",3769000,273.2088,285.907,379.843,1857.685,2286.135,561.6032,1206.557,1287.149,335.046,1519.282,205.2501,867.5939,360.3109,391.3403,41571.86,9902.822,54223.04,30304.79,17898.32,33494.07,176495.7,21063.61,16142.54,59211.39,63061.22,14222.85,22482.5,297070.7,274940.7,350910.7,82422.82,86769.1,9257.567,2286.135,381782.7,18384.82,37246,33781,11013,"Public",1.09532112757919,"3",328000,0,0,1,0,0,"'2-3"
"161","2018-Q2","PAT-774.169","Replace Elevators at Harrison Car Maintenance Facility",2018-04-05,"Public",1520000,856934,-0.436227632,"GOOD",4,"NJ",2,"PATH","M","Building",1593000,273.2088,285.907,379.843,1857.685,2286.135,561.6032,1206.557,1287.149,335.046,1519.282,205.2501,867.5939,360.3109,391.3403,41571.86,9902.822,54223.04,30304.79,17898.32,33494.07,176495.7,21063.61,16142.54,59211.39,63061.22,14222.85,22482.5,297070.7,274940.7,350910.7,82422.82,86769.1,9257.567,2286.135,381782.7,18384.82,37246,33781,11013,"Public",1.04802631578947,"2",73000,0,1,0,0,0,"'4-5"
"162","2018-Q2","LT-924.121","Steel Repairs at 38th St Bridge and Concrete Repairs at NY Vent Bldg South",2018-05-01,"SBE",960000,413834,-0.568922917,"FAIL",5,"NY",2,"TB&T","Z","Infra",615185,273.2088,285.907,379.843,1857.685,2286.135,561.6032,1206.557,1287.149,335.046,1519.282,205.2501,867.5939,360.3109,391.3403,41571.86,9902.822,54223.04,30304.79,17898.32,33494.07,176495.7,21063.61,16142.54,59211.39,63061.22,14222.85,22482.5,297070.7,274940.7,350910.7,82422.82,86769.1,9257.567,2286.135,381782.7,18384.82,37246,33781,11013,"Other",0.640817708333333,"1",-344815,1,0,0,0,0,"'4-5"
"163","2018-Q2","MFP-924.650","NY Marine Terminals - Maintenance Dredging via Work Order",2018-05-10,"Public",4390000,4220000,-0.038724374,"GOOD",4,"NY",2,"Ports","Z","Infra",5305000,273.2088,285.907,379.843,1857.685,2286.135,561.6032,1206.557,1287.149,335.046,1519.282,205.2501,867.5939,360.3109,391.3403,41571.86,9902.822,54223.04,30304.79,17898.32,33494.07,176495.7,21063.61,16142.54,59211.39,63061.22,14222.85,22482.5,297070.7,274940.7,350910.7,82422.82,86769.1,9257.567,2286.135,381782.7,18384.82,37246,33781,11013,"Public",1.20842824601367,"4",915000,0,0,0,1,0,"'4-5"
"164","2018-Q2","EWR-154.395","Bridges N61, 62, 63, At-Grade Roadways and Appurtenances",2018-05-30,"Public",153277500,118434757,-0.227318054,"FAIL",13,"NJ",2,"Avi","Z","Infra",123456789,273.2088,285.907,379.843,1857.685,2286.135,561.6032,1206.557,1287.149,335.046,1519.282,205.2501,867.5939,360.3109,391.3403,41571.86,9902.822,54223.04,30304.79,17898.32,33494.07,176495.7,21063.61,16142.54,59211.39,63061.22,14222.85,22482.5,297070.7,274940.7,350910.7,82422.82,86769.1,9257.567,2286.135,381782.7,18384.82,37246,33781,11013,"Public",0.8054462592357,"5",-29820711,0,0,0,0,1,"'6+"
"165","2018-Q2","PAT-024.099","Exchange Place Substation #4 Roof Replacement",2018-05-31,"Public",1567000,918315,-0.413966177,"GOOD",5,"NJ",2,"PATH","Z","Building",2147450,273.2088,285.907,379.843,1857.685,2286.135,561.6032,1206.557,1287.149,335.046,1519.282,205.2501,867.5939,360.3109,391.3403,41571.86,9902.822,54223.04,30304.79,17898.32,33494.07,176495.7,21063.61,16142.54,59211.39,63061.22,14222.85,22482.5,297070.7,274940.7,350910.7,82422.82,86769.1,9257.567,2286.135,381782.7,18384.82,37246,33781,11013,"Public",1.37042118698149,"2",580450,0,1,0,0,0,"'4-5"
